,line,content
1397,1397,               foot! -- and cuts down two soldiers! The other Scots charge!
1398,1398,               The startled soldiers break and run in every direction.
1399,1399,"               The Magistrate, abandoned, runs too. Wallace pursues."
1400,1400,"               Not far along a twisting lane, the bulky Magistrate falters."
1401,1401,"               He turns to fight, and Wallace slashes away his sword."
1402,1402,                                     MAGISTRATE
1403,1403,                         No! I beg you... mercy!
1404,1404,               IN THE TOWN SQUARE
1405,1405,"               As the Scots see Wallace, they break off pursuing the English "
1406,1406,               soldiers and stop to watch; dragging the Magistrate by his 
1407,1407,"               hair, Wallace hauls him back into the village square, slams "
1408,1408,"               him against the well, and stands over him with heaving lungs "
1409,1409,"               and wild eyes, staring at Marion's murderer."
1410,1410,                                     MAGISTRATE
1411,1411,                         Please. Mercy!
1412,1412,"               Wallace's eyes shift, falling on"
1413,1413,               THE STAIN OF BLOOD
1414,1414,"               Marion's blood, in a dark dry splash by the wall of the well, "
1415,1415,               the stain dripping down onto the dirt of the street. Wallace 
1416,1416,"               spins, jerks back the Magistrate's head, and cuts his throat "
